MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://,,,,,,,,,,,173950TBK,"4""x8'-6"" DSI SQ Black Alum Post Wrap",,,,Palmer Donavin Mfg Company (PALDO),Palmer Donavin Mfg Company,DSI,DSI,173950TBK,,Building Materials>Decking & Fencing>Post Wraps & Columns,"Palmer Donavin Mfg Company DSI, post wrap, 173950TBK, 4 in, 8-6 ft, Aluminum",POST WRAP 4IN 8-6FT ALUMINUM 4IN 6IN,"DSI 173950TBK post wrap With Square, Aluminum","DSI post wrap With Square, 4 in Width, 8-6 ft Length, Aluminum, 4 in Diameter, 6 in Arbor, Additional Information: 4""x8'-6"" DSI SQ Black Alum Post Wrap","post wrap, 4 in, 8-6 ft, Aluminum","post wrap, 4 in, 8-6 ft, Aluminum",Square,,,,,,,,,,,,,,,,,,,,With Square,,,,,,Width,4,in,Length,8-6,ft,Material,Aluminum,,Diameter,4,in,Arbor,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30151900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://certainteed.com,,,,,,,,,,,640383,"1/2"" 54""x10 Drywall Easi-Lite",,,,Certainteed Gypsum (2765),Certainteed Gypsum,Certainteed,Certainteed,640383,,Building Materials>Wallboard & Drywall>Gypsum Board,"Certainteed Gypsum Certainteed, drywall, Easi-Lite, 640383, 1/2 in, 54x10, 1/2 in",DRYWALL 1/2IN 54X10 1/2IN 54IN,Certainteed Easi-Lite 640383 drywall With Easi-Lite,"Certainteed drywall With Easi-Lite, Easi-Lite, 1/2 in Thickness, 54x10, 1/2 in Diameter, 54 in Arbor","Easi-Lite drywall, 1/2 in, 54x10, 1/2 in","Easi-Lite drywall, 1/2 in, 54x10, 1/2 in",Easi-Lite,,,,,,,,,,,,,,,,,,,,With Easi-Lite,,,,,,Thickness,1/2,in,Dimensions,54x10,,Diameter,1/2,in,Arbor,54,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30161500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,DCB518ASTS06G,"DCB518ASTS06G Diablo 1/2""x18"" - Sanding Belt 6pc",,,,Freud Inc (2435),Freud Inc,Diablo®,Diablo®,DCB518ASTS06G,,Power Tools & Accessories>Abrasives>Sanding Belts,"Freud Inc Diablo®, sanding belt, DCB518ASTS06G, Diablo, 1/2 in, 18 in",SANDING BELT DIABLO 1/2IN 18IN 6PC,"Diablo® DCB518ASTS06G sanding belt With 1/2""x18"" sanding belt","Diablo® sanding belt With 1/2""x18"" sanding belt, Diablo, 1/2 in Width, 18 in Length, 6 pc Quantity, 1/2 in Diameter, 18 in Arbor","sanding belt, Diablo, 1/2 in, 18 in","sanding belt, Diablo, 1/2 in, 18 in","1/2""x18"" sanding belt",6pc pack,,,,,,,,,,,,,,,,,,,"With 1/2""x18"" sanding belt",,,,,,Brand Name,Diablo,,Width,1/2,in,Length,18,in,Quantity,6,pc,Diameter,1/2,in,Arbor,18,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31191505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://velux.com,,,,,,,,,,,FS C01 2004S,"FS C01 Velux Fxd Skylt Gry/Water Heater - w/Solar Shade RO 21""x26-7/8""",,,,Velux America Inc (VELAM),Velux America Inc,Velux,Velux,FS C01 2004S,,Building Materials>Windows & Skylights>Fixed Skylights,"Velux America Inc Velux, skylight, FS, FS C01 2004S, 21 in, 26-7/8 in, 21 in",SKYLIGHT 21IN 26-7/8IN 21IN 26-7/8IN,Velux FS FS C01 2004S skylight With Fixed,"Velux skylight With Fixed, FS, 21 in Rough opening width, 26-7/8 in Rough opening height, 21 in Diameter, 26-7/8 in Arbor, Additional Information: FS C01 Velux Fxd Skylt Gry/Water Heater","FS skylight, 21 in, 26-7/8 in, 21 in","FS skylight, 21 in, 26-7/8 in, 21 in",Fixed,Solar shade,,,,,,,,,,,,,,,,,,,With Fixed,,,,Solar Shade,,Rough opening width,21,in,Rough opening height,26-7/8,in,Diameter,21,in,Arbor,26-7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30171701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://velux.com,,,,,,,,,,,FS C04 2004S,"FS C04 Velux Fxd Skylt Gry/Water Heater - w/Solar Shade RO 21""x37-7/8""",,,,Velux America Inc (VELAM),Velux America Inc,Velux,Velux,FS C04 2004S,,Building Materials>Windows & Skylights>Fixed Skylights,"Velux America Inc Velux, skylight, FS, FS C04 2004S, 21 in, 37-7/8 in, 21 in",SKYLIGHT 21IN 37-7/8IN 21IN 37-7/8IN,Velux FS FS C04 2004S skylight With Fixed,"Velux skylight With Fixed, FS, 21 in Rough opening width, 37-7/8 in Rough opening height, 21 in Diameter, 37-7/8 in Arbor, Additional Information: FS C04 Velux Fxd Skylt Gry/Water Heater","FS skylight, 21 in, 37-7/8 in, 21 in","FS skylight, 21 in, 37-7/8 in, 21 in",Fixed,Solar shade,,,,,,,,,,,,,,,,,,,With Fixed,,,,Solar Shade,,Rough opening width,21,in,Rough opening height,37-7/8,in,Diameter,21,in,Arbor,37-7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30171701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://velux.com,,,,,,,,,,,FS C06 2004S,"FS C06 Velux Fxd Skylt Gry/Water Heater - w/Solar Shade RO 21""x45-7/8""",,,,Velux America Inc (VELAM),Velux America Inc,Velux,Velux,FS C06 2004S,,Building Materials>Windows & Skylights>Fixed Skylights,"Velux America Inc Velux, skylight, FS, FS C06 2004S, 21 in, 45-7/8 in, 21 in",SKYLIGHT 21IN 45-7/8IN 21IN 45-7/8IN,Velux FS FS C06 2004S skylight With Fixed,"Velux skylight With Fixed, FS, 21 in Rough opening width, 45-7/8 in Rough opening height, 21 in Diameter, 45-7/8 in Arbor, Additional Information: FS C06 Velux Fxd Skylt Gry/Water Heater","FS skylight, 21 in, 45-7/8 in, 21 in","FS skylight, 21 in, 45-7/8 in, 21 in",Fixed,Solar shade,,,,,,,,,,,,,,,,,,,With Fixed,,,,Solar Shade,,Rough opening width,21,in,Rough opening height,45-7/8,in,Diameter,21,in,Arbor,45-7/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30171701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,73045028,Custom Finyline Water Heater Gate Sq Bal,,,,,,,,73045028,,Building Materials>Decking & Railing>Railing Gates,"gate, Finyline, 73045028, Square",GATE SQUARE,Finyline 73045028 gate,"gate, Finyline, Square","Finyline gate, Square","Finyline gate, Square",,,,,,,,,,,,,,,,,,,,,,,,,,,Baluster Type,Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30263600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,73045031,Custom Finyline Water Heater Gate Rd - w/Black Alum Balusters,,,,,,,,73045031,,Building Materials>Decking & Railing>Railing Gates,"gate, Finyline, 73045031, Round, Aluminum, Black",GATE ROUND ALUMINUM BLACK,"Finyline 73045031 gate, Aluminum, Black","gate, Finyline, Round, Aluminum, Black","Finyline gate, Round, Aluminum, Black","Finyline gate, Round, Aluminum, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,Baluster Type,Round,,Material,Aluminum,,Color,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30263600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,TP-1935,TP-1935 Hole Drilling System,,,,,,,,TP-1935,,Industrial Supply>Power Tools>Drilling Equipment,"Hole Drilling System, TP-1935, TP-1935",HOLE DRILLING SYSTEM TP-1935,TP-1935 Hole Drilling System,"Hole Drilling System, TP-1935","Hole Drilling System, TP-1935","Hole Drilling System, TP-1935",,,,,,,,,,,,,,,,,,,,,,,,,,,Model Number,TP-1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,21839NN,"21839NN File Bstd Mill 10""",,,Nicholson,,,Nicholson,,21839NN,,Hand Tools>Files & Rasps>Mill Files,"Nicholson, File, 21839NN, Bstd Mill, 10 in",FILE BSTDMILL 10IN,Nicholson 21839NN File,"Nicholson File, Bstd Mill, 10 in Length","File, Bstd Mill, 10 in","File, Bstd Mill, 10 in",,,,,,,,,,,,,,,,,,,,,,,,,,,Type,Bstd Mill,,Length,10,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://southwire.com,,,,,,,,,,,52C3-5/8-UPC,4x4 1G Box Cover,,,Southwire,Southwire/g Turner (6603),Southwire/g Turner,Southwire,,52C3-5/8-UPC,,Electrical>Boxes & Covers>Box Covers,"Southwire/g Turner Southwire, Box Cover, 52C3-5/8-UPC, 4x4 in, 1",BOX COVER 4X4IN 1,"Southwire 52C3-5/8-UPC Box Cover, 4x4 in","Southwire Box Cover, 4x4 in Size, 1","Box Cover, 4x4 in, 1","Box Cover, 4x4 in, 1",,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4x4,in,Gang,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39121300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://southwire.com,,,,,,,,,,,52C14-5/8-UPC,4x4 1G Box Cover,,,Southwire,Southwire/g Turner (6603),Southwire/g Turner,Southwire,,52C14-5/8-UPC,,Electrical>Boxes & Covers>Box Covers,"Southwire/g Turner Southwire, Box Cover, 52C14-5/8-UPC, 4x4 in, 1",BOX COVER 4X4IN 1,"Southwire 52C14-5/8-UPC Box Cover, 4x4 in","Southwire Box Cover, 4x4 in Size, 1","Box Cover, 4x4 in, 1","Box Cover, 4x4 in, 1",,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4x4,in,Gang,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39121300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://southwire.com,,,,,,,,,,,52C3-UPC,4x4 1G Box Cover,,,Southwire,Southwire/g Turner (6603),Southwire/g Turner,Southwire,,52C3-UPC,,Electrical>Boxes & Covers>Box Covers,"Southwire/g Turner Southwire, Box Cover, 52C3-UPC, 4x4 in, 1",BOX COVER 4X4IN 1,"Southwire 52C3-UPC Box Cover, 4x4 in","Southwire Box Cover, 4x4 in Size, 1","Box Cover, 4x4 in, 1","Box Cover, 4x4 in, 1",,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4x4,in,Gang,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39121300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cooper.com,,,,,,,,,,,HLBSL609FS5,"HLBSL609FS5 6"" Down Light",,,,Cooper Lighting (7638),Cooper Lighting,Cooper Lighting,,HLBSL609FS5,,Lighting & Electrical>Lighting Fixtures>Recessed Lighting,"Cooper Lighting, Down Light, HLBSL609FS5, 6 in",DOWN LIGHT 6IN,"Cooper Lighting HLBSL609FS5 Down Light, 6 in","Cooper Lighting Down Light, 6 in Size","Down Light, 6 in","Down Light, 6 in",,,,,,,,,,,,,,,,,,,,,,,,,,,Size,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,WF4REGSWW590CRIMW,"WF4REGSWW590CRIMW 4"" Down Light",,,,Lithonia Lighting (2776),Lithonia Lighting,Lithonia Lighting,,WF4REGSWW590CRIMW,,Lighting & Electrical>Lighting Fixtures>Recessed Lighting,"Lithonia Lighting, Down Light, WF4REGSWW590CRIMW, 4 in",DOWN LIGHT 4IN,"Lithonia Lighting WF4REGSWW590CRIMW Down Light, 4 in","Lithonia Lighting Down Light, 4 in Size","Down Light, 4 in","Down Light, 4 in",,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,12-4 SO,12-4 SO Cord (Linear Foot),,,,,,,,12-4 SO,,Electrical>Wire & Cable>Portable Cords,"Cord, SO, 12-4 SO, 12, 4",CORD 12 4,SO 12-4 SO Cord With SO Cord,"Cord With SO Cord, SO, 12, 4, Additional Information: Sold by the linear foot.","SO Cord, 12, 4","SO Cord, 12, 4",SO Cord,,,,,,,,,,,,,,,,,,,,With SO Cord,,,,,,Gauge,12,,Conductors,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26121600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fenton.com,,,,,,,,,,,CG50K,"CG50K 1/2"" Cord Grip Kit",,,,Fenton Bros Electric Inc (FENBR),Fenton Bros Electric Inc,Fenton Bros Electric Inc,,CG50K,,Electrical>Conduit & Fittings>Cord Grips & Strain Relief,"Fenton Bros Electric Inc, Cord Grip Kit, CG50K, 1/2 in",CORD GRIP KIT 1/2IN,Fenton Bros Electric Inc CG50K Cord Grip Kit,"Fenton Bros Electric Inc Cord Grip Kit, 1/2 in Trade Size","Cord Grip Kit, 1/2 in","Cord Grip Kit, 1/2 in",,,,,,,,,,,,,,,,,,,,,,,,,,,Trade Size,1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39121400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://nationalnail.com,,,,,,,,,,,603150,"603150 2-1/2"" Finish Nail 15GA - 4M",,,,National Nail Corp (7439),National Nail Corp,National Nail Corp,,603150,,Hardware>Fasteners>Nails,"National Nail Corp, Finish Nail, 603150, 2-1/2 in, 15 GA, 4 M",FINISH NAIL 2-1/2IN 15GA 4M,National Nail Corp 603150 Finish Nail,"National Nail Corp Finish Nail, 2-1/2 in Length, 15 GA Gauge, 4 M Quantity","Finish Nail, 2-1/2 in, 15 GA, 4 M","Finish Nail, 2-1/2 in, 15 GA, 4 M",,,,,,,,,,,,,,,,,,,,,,,,,,,Length,2-1/2,in,Gauge,15,GA,Quantity,4,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,37300952,"095842 Fisch Plug Cutter 3/8""",,,,,,Fisch,Fisch,37300952,,Tools>Power Tool Accessories>Drill Bits,"Fisch, plug cutter, 37300952, 3/8 in",PLUG CUTTER 3/8IN,"Fisch 37300952 plug cutter, 3/8 in","Fisch plug cutter, 3/8 in Size","plug cutter, 3/8 in","plug cutter, 3/8 in",,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://,,,,,,,,,,,VN56920,"VN56920 10 1/2"" Saw Blade",,,,Marshalltown Trowel (5155),Marshalltown Trowel,Marshalltown Trowel,,VN56920,,Hand Tools>Saws>Hand Saw Blades,"Marshalltown Trowel, Saw Blade, VN56920, 10 1/2 in",SAW BLADE 101/2IN,Marshalltown Trowel VN56920 Saw Blade,"Marshalltown Trowel Saw Blade, 10 1/2 in Length","Saw Blade, 10 1/2 in","Saw Blade, 10 1/2 in",,,,,,,,,,,,,,,,,,,,,,,,,,,Length,10 1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
